,iht5,kziht5,iht10,kziht10,iht20,kziht20,iht50,kziht50,iht100,kziht100,iht150,kziht150,iht200,kziht200,iht250,kziht250
188,0.0,3.1980653347060037e-15,1.526540924975878e-19,2.7708686059251625e-15,2.961626290377048e-19,2.258267797539457e-15,3.2374588295206806e-18,1.789630013012421e-15,3.4309963160571016e+47,1.6366459515063678e-15,7.194392456930981e+63,1.644925159581409e-15,1.279052046596694e+74,1.8466583391487587e-14,2.7782346539521487e+79,2.3773483758669776e-11
189,0.0,3.1926643834113624e-15,1.526540924975878e-19,2.769745277147939e-15,2.961626290377048e-19,2.25894018433865e-15,3.334599269596575e-18,1.787502567276574e-15,6.322957649267393e+47,1.6380214944646814e-15,1.6311785865314163e+64,1.6365470129841865e-15,3.2724977444059677e+74,1.5741847354588947e-14,7.586729497784728e+79,2.0867628700450545e-11
190,0.0,3.1909634521169187e-15,1.526540924975878e-19,2.7706089720487744e-15,2.961626290377048e-19,2.2572718019966122e-15,3.3728933461667333e-18,1.7843019379420156e-15,1.1653150895981562e+48,1.6391003163014888e-15,3.698418610080338e+64,1.634684181246299e-15,8.372858455857634e+74,1.3472930352628844e-14,2.0718536030019823e+80,1.8329191919328347e-11
191,0.0,3.1903354830629987e-15,1.526540924975878e-19,2.7690217813006082e-15,2.961626290377048e-19,2.2521183521249707e-15,3.815211317228476e-18,1.785064841254908e-15,2.1477768325996987e+48,1.6388239153765852e-15,8.385665909455028e+64,1.6332999111019298e-15,2.14225559006016e+75,1.1532985450802962e-14,5.658246625064312e+80,1.6090272327697372e-11
192,0.0,3.184916852812057e-15,1.526540924975878e-19,2.7647513466104043e-15,2.961626290377048e-19,2.2490519907047843e-15,3.716011154427577e-18,1.7823054839828305e-15,3.958742374682368e+48,1.636916997901209e-15,1.9013661511905374e+65,1.6294970874223693e-15,5.4811520894412174e+75,9.907107142738908e-15,1.5453348146887237e+81,1.4107757674602169e-11
193,0.0,3.182197979734492e-15,1.526540924975878e-19,2.765355163164134e-15,2.961626290377048e-19,2.2471365251909374e-15,3.590515003094556e-18,1.7792390469512304e-15,7.297048837397459e+48,1.6389948472843062e-15,4.31122269854021e+65,1.6260520722924141e-15,1.4024111275600729e+76,8.55000172323391e-15,4.2206640824694845e+81,1.2374459467981959e-11
194,0.0,3.1789447345730573e-15,1.526540924975878e-19,2.767445783548307e-15,2.961626290377048e-19,2.247900995921136e-15,3.626747656754447e-18,1.77707833869406e-15,1.3451131636125981e+49,1.6392362411587224e-15,9.775555477456368e+65,1.6256306865837093e-15,3.588241560514637e+76,7.414072250740702e-15,1.1528055514071993e+82,1.0866591344645093e-11
195,0.0,3.177415520805222e-15,1.526540924975878e-19,2.7692616030852575e-15,2.961626290377048e-19,2.2491747694788013e-15,3.4335611297081602e-18,1.7779357055893377e-15,2.4796568596656084e+49,1.6364652898704438e-15,2.216606080481698e+66,1.620220014816913e-15,9.181015583791084e+76,6.450129291045112e-15,3.148821184313412e+82,9.504985770597814e-12
196,0.0,3.174027150970414e-15,1.526540924975878e-19,2.7655344087943722e-15,2.961626290377048e-19,2.24836180303538e-15,3.7352782052781486e-18,1.778240281195308e-15,4.5713575031793e+49,1.6329462540088433e-15,5.026219954651788e+66,1.6178179508437683e-15,2.3491049099594833e+77,5.663888260108585e-15,8.601143925690128e+82,8.362713916707956e-12
197,0.0,3.1730688882212827e-15,1.526540924975878e-19,2.764189532266084e-15,2.961626290377048e-19,2.2451242289903075e-15,3.3852110925840515e-18,1.7780091173085064e-15,8.427898043042497e+49,1.6330377355988137e-15,1.1397252429561671e+67,1.6143844287483428e-15,6.010583650269924e+77,4.992938100261049e-15,2.3495263856296848e+83,7.324550035532173e-12
198,0.0,3.170462441601448e-15,1.526540924975878e-19,2.760024408626544e-15,2.961626290377048e-19,2.244796056882623e-15,3.5266216438236285e-18,1.780218102343128e-15,1.5538657756085702e+50,1.6322006759166706e-15,2.584427607307667e+67,1.6079854390836193e-15,1.5379185541854183e+78,4.43110061630472e-15,6.418299247520423e+83,6.4351521321414555e-12
199,0.0,3.1686687593208623e-15,1.526540924975878e-19,2.7588384447239345e-15,2.961626290377048e-19,2.2464124840101173e-15,3.2106174711278927e-18,1.779703507623974e-15,2.865019176351651e+50,1.632068253444788e-15,5.860489997115446e+67,1.6062994793645686e-15,3.935069443800427e+78,3.969262946067312e-15,1.7533747918215037e+84,5.645865976581905e-12
200,0.0,3.1650881895330305e-15,1.526540924975878e-19,2.7555916622337255e-15,2.961626290377048e-19,2.244048039339926e-15,3.1868751135187543e-18,1.7787238086369138e-15,5.28276189297198e+50,1.6334906261812454e-15,1.3289500917561737e+68,1.604142902120672e-15,1.006870827057088e+79,3.592922541565736e-15,4.790097612952079e+84,4.942580634134401e-12
201,0.0,3.166298110312321e-15,1.526540924975878e-19,2.756509726814981e-15,2.961626290377048e-19,2.2396214153229064e-15,3.284311155976227e-18,1.7774169622315113e-15,9.741227470293266e+50,1.6303376428395508e-15,3.013619634811718e+68,1.6062433565958725e-15,2.5763053121438414e+79,3.276345766023707e-15,1.3086648376345492e+85,4.356063262178407e-12
202,0.0,3.16392200608735e-15,1.526540924975878e-19,2.755280377890493e-15,2.961626290377048e-19,2.237917678209201e-15,3.338176300597104e-18,1.7763196438815764e-15,1.7963260083419006e+51,1.6298531213885775e-15,6.833970005531099e+68,1.5998731413245437e-15,6.592088647735144e+79,3.0008687634436283e-15,3.5754164461226114e+85,3.831186844742949e-12
203,0.0,3.163726887796358e-15,1.526540924975878e-19,2.7545212980153563e-15,2.961626290377048e-19,2.2378546073263538e-15,3.295361573926523e-18,1.7749361900636146e-15,3.312646860990195e+51,1.6296622454529846e-15,1.5497527472036816e+69,1.5953730996248986e-15,1.6867503732140675e+80,2.7818610688097686e-15,9.768741940461515e+85,3.3766298080578e-12
